CityID,Lat,Lon
4147,43.704532,-72.28496
4148,,
4149,41.7636,-72.6855
4150,31.314553,-89.306471
4151,,
4152,35.959313,-80.011673
4153,,
4154,42.048052,-88.104696
4155,21.3095,-157.863
4156,,
4157,,
4158,,
4159,34.726866,-86.567318
4160,,
4161,39.938417,-86.13894
4162,41.654899,-91.511192
4163,33.7357,-117.7672
4164,,
4165,33.479838,-90.339421
4166,32.293502,-90.186655
4167,33.830966,-85.77518
4168,30.3163,-81.4175
4169,40.7164,-74.038
4170,,
4171,,
4172,35.833016,-90.696526
4173,42.273565,-85.545653
4174,39.163189,-94.569882
4175,,
4176,34.028656,-84.60466
4177,,
4178,,
4179,,
4180,,
4181,30.236141,-92.008261
4182,20.917432,-156.677162
4183,,
4184,30.228453,-93.187966
4185,28.038134,-81.939153
4186,,
4187,,
4188,,
4189,38.964402,-95.241789
4190,,
4191,,
4192,,
4193,38.017394,-84.485423
4194,,
4195,40.8169,-96.7103
4196,34.748342,-92.281939
4197,,
4198,33.7705,-118.1885
4199,,
4200,31.838257,-91.095691
4201,33.973093,-118.247896
4202,,
4203,38.2435,-85.7639
4204,42.656035,-71.305078
4205,,
4206,,
4207,40.461674,-90.678674
4208,32.84386,-83.598686
4209,,
4210,34.0382,-118.7082
4211,39.193757,-96.585776
4212,,
4213,,
4214,25.779,-80.1982
4215,,
4216,45.049582,-93.246095
4217,46.856274,-114.025207
4218,30.6959,-88.0434
4219,32.528551,-92.106104
4220,32.3743,-86.3118
4221,,
4222,37.843653,-122.124185
4223,38.199047,-83.443645
4224,,
4225,46.730921,-116.989683
4226,,
4227,40.168414,-85.380689
4228,,
4229,36.609915,-88.303249
4230,,
4231,,
4232,43.58342,-116.584818
4233,,
4234,31.761688,-93.091572
4235,41.661111,-72.78
4236,41.308,-72.9286
4237,29.963071,-90.160953
4238,,
4239,,
4240,39.634869,-75.699339
4241,40.7308,-74.1744
4242,,
4243,30.495771,-86.41446
4244,,
4245,34.788889,-86.571944
4246,40.512446,-88.988287
4247,,
4248,34.766974,-92.265376
4249,34.236743,-118.546595
4250,41.70057,-86.242893
4251,37.780595,-122.216587
4252,38.336053,-87.351907
4253,,
4254,,
4255,41.261,-95.9376
4256,,
4257,,
4258,28.498821,-80.58248
4259,44.883056,-68.6725
4260,34.354354,-89.49692
4261,,
4262,,
4263,,
4264,,
4265,40.6854,-89.5953
4266,,
4267,33.451,-112.0685
4268,34.215405,-91.995812
4269,,
4270,,
4271,,
4272,42.887592,-112.438142
4273,43.660564,-70.258864
4274,,
4275,,
4276,,
4277,,
4278,34.61,-112.315
4279,38.191929,-75.707237
4280,,
4281,,
4282,,
4283,,
4284,,
4285,,
4286,,
4287,35.772701,-78.632439
4288,,
4289,,
4290,,
4291,37.754605,-84.295526
4292,,
4293,,
4294,33.9924,-117.369421
4295,42.710684,-83.164215
4296,,
4297,,
4298,,
4299,32.530823,-92.643927
4300,38.5816,-121.4933
4301,,
4302,,
4303,32.71852,-117.159316
4304,37.775,-122.4183
4305,37.3894,-121.8868
4307,,
4308,35.263453,-120.650933
4309,,
4310,34.419668,-119.70782
4311,37.34732,-121.954079
4312,32.067631,-81.102394
4313,,
4314,,
4315,32.503743,-93.748696
4316,,
4317,,
4318,41.672699,-86.253489
4319,,
4320,,
4321,,
4322,34.977074,-89.999173
4323,,
4324,,
4325,39.80004,-89.649531
4326,42.106,-72.5977
4327,37.2152,-93.295
4328,,
4329,,
4330,,
4331,37.423573,-122.161867
4332,33.450125,-88.817637
4333,,
4334,32.440841,-81.773956
4335,,
4336,37.958,-121.2876
4337,,
4338,,
4339,,
4340,,
4341,30.428563,-84.259337
4342,28.0879,-82.4593
4343,33.4273,-111.9307
4344,39.4667,-87.4068
4345,29.799213,-90.809605
4346,,
4347,,
4348,39.402517,-76.603224
4349,31.7567,-85.9993
4350,32.213873,-110.969445
4351,,
4352,34.253834,-88.720853
4353,33.196891,-87.562666
4354,41.462168,-72.112556
4355,,
4356,,
4357,41.475661,-87.075866
4358,,
4359,,
4360,,
4361,,
4362,,
4363,38.912217,-77.017691
4364,41.755553,-72.75322
4365,40.444025,-86.923661
4366,,
4367,,
4368,37.6898,-97.3415
4369,,
4370,34.225304,-77.937856
4371,,
4372,42.2621,-71.8034
4373,,
4374,42.232544,-83.633621
4376,30.403478,-88.897143
4382,,
4383,,
4385,21.659513,-157.939377
4387,41.490609,-90.497968
4389,,
4390,,
4391,29.1981,-82.0974
4392,30.160624,-85.649403
4396,,
4399,,
4402,38.837717,-76.798028
4403,20.896586,-156.503612
4404,28.597824,-81.353436
4406,,
4407,47.509812,-111.273397
4408,,
4409,,
4410,,
4412,,
4413,,
4414,,
4415,,
4416,,
4417,43.637562,-84.26796
4421,31.288519,-92.463349
4422,,
4423,40.478295,-88.989318
4424,,
4425,34.204984,-90.577755
4426,37.317363,-122.038604
4427,,
4428,40.673121,-89.55141
4429,26.121561,-80.128778
4430,,
4431,42.9704,-85.6738
4432,19.702522,-155.093921
4433,29.59433,-90.754808
4434,30.22011,-92.657405
4435,,
4436,42.361503,-83.36494
4437,,
4438,28.069132,-80.620015
4439,,
4440,,
4441,,
4442,,
4443,26.713956,-80.065874
4444,34.830547,-87.655985
4445,38.211712,-84.556179
4446,36.609208,-121.835724
4447,28.305056,-81.424208
4448,42.773179,-83.171116
4449,,
4450,37.579942,-84.274919
4451,,
4452,20.881388,-156.478327
4453,,
4454,,
4455,,
4456,,
4457,28.4867,-81.6051
4458,,
4459,,
4460,,
4461,41.445331,-72.126476
4462,42.682583,-71.109004
4463,38.938176,-92.304865
4464,,
4465,,
4466,,
4467,,
4468,,
4469,,
4470,,
4471,,
4472,,
4473,,
4474,,
4475,39.737752,-75.549658
4476,,
4477,,
4478,32.845488,-117.25208
4479,,
4480,,
4481,33.511714,-117.657409
4482,,
4483,,
4484,26.1377,-81.7966
4485,36.982946,-122.043612
4486,,
4487,30.422282,-87.224763
4488,,
4489,,
4490,42.024444,-71.129167
4491,,
4492,,
4493,,
4494,20.744124,-156.447543
4495,,
4496,,
4497,33.7611,-116.3249
4498,,
4499,,
4500,35.75757,-81.328858
4501,30.392,-86.4834
4502,42.025704,-71.098814
4503,35.50937,-83.31444
4504,,
4505,,
4506,,
4507,33.5809,-85.0792
4508,,
4509,43.517679,-111.990626
4510,33.955048,-118.355575
4511,,
4512,,
4513,,
4514,,
4515,33.841406,-116.53466
4516,,
4517,20.846932,-156.332735
4518,,
4519,,
4520,,
4521,29.914386,-90.181305
4522,38.192831,-84.88061
4523,42.292233,-89.116118
4524,,
4525,,
4526,41.270079,-72.963842
4527,38.8335,-104.8206
4528,,
4529,,
4530,,
4531,,
